จำนวนการเกิด จากการทะเบียน จำแนกตามเพศ ภาค และจังหวัด พ.ศ. 2555 - 2565,,,,,,,,,,,,,
หน่วย : คน,,,,,,,,,,,,,
ภาคใต้,ภาคใต้,รวม,"147,216","144,106","141,120","134,139","125,732","124,907","120,365","112,044","107,879","99,204","91,036"
,,ชาย,"75,910","74,092","73,110","68,908","64,505","64,355","62,299","57,582","55,549","50,939","47,033"
,,หญิง,"71,306","70,014","68,010","65,231","61,227","60,552","58,066","54,462","52,330","48,265","44,003"
,นครศรีธรรมราช,รวม,"19,531","19,130","18,742","17,564","16,082","15,711","14,988","14,436","13,653","13,058","11,757"
,,ชาย,"10,136","9,685","9,604","9,144","8,273","8,156","7,736","7,327","6,987","6,628","6,077"
,,หญิง,"9,395","9,445","9,138","8,420","7,809","7,555","7,252","7,109","6,666","6,430","5,680"
,กระบี่,รวม,"7,779","7,498","7,427","7,139","6,730","6,624","6,156","5,864","5,591","5,018","4,515"
,,ชาย,"3,988","3,865","3,805","3,696","3,380","3,419","3,221","2,992","2,887","2,559","2,330"
,,หญิง,"3,791","3,633","3,622","3,443","3,350","3,205","2,935","2,872","2,704","2,459","2,185"
,พังงา,รวม,"3,582","3,534","3,487","3,375","3,142","2,949","2,423","2,021","2,085","1,860","1,738"
,,ชาย,"1,824","1,808","1,807","1,692","1,622","1,526","1,318","1,051","1,051",946,863
,,หญิง,"1,758","1,726","1,680","1,683","1,520","1,423","1,105",970,"1,034",914,875
,ภูเก็ต,รวม,"9,087","9,065","8,939","8,570","8,196","8,154","7,912","7,321","6,370","4,807","4,083"
,,ชาย,"4,719","4,647","4,643","4,416","4,168","4,244","4,080","3,766","3,249","2,496","2,132"
,,หญิง,"4,368","4,418","4,296","4,154","4,028","3,910","3,832","3,555","3,121","2,311","1,951"
,สุราษฎร์ธานี,รวม,"16,610","15,840","15,939","14,961","13,807","13,808","13,571","12,129","11,452","10,179","9,308"
,,ชาย,"8,625","8,191","8,298","7,617","7,111","7,055","7,000","6,220","5,954","5,283","4,849"
